Register Output,Fraction,Guess for r,guess1,guess2
1001100101000110(bin) = 39238(dec),3/5,5,1,5
1001100101000111(bin) = 39239(dec),3/5,5,1,5
1001100101001000(bin) = 39240(dec),3/5,5,1,5
1001100101001001(bin) = 39241(dec),3/5,5,1,5
1001100101001010(bin) = 39242(dec),3/5,5,1,5
1001100101001011(bin) = 39243(dec),3/5,5,1,5
1001100101001101(bin) = 39245(dec),3/5,5,1,5
1001100101001110(bin) = 39246(dec),3/5,5,1,5
1001100101001111(bin) = 39247(dec),3/5,5,1,5
1001100101010000(bin) = 39248(dec),3/5,5,1,5
1001100101010001(bin) = 39249(dec),3/5,5,1,5
1001100101010010(bin) = 39250(dec),3/5,5,1,5
1001100101010011(bin) = 39251(dec),3/5,5,1,5
1001100101010100(bin) = 39252(dec),3/5,5,1,5
1001100101010101(bin) = 39253(dec),3/5,5,1,5
1001100101010110(bin) = 39254(dec),3/5,5,1,5
1001100101010111(bin) = 39255(dec),3/5,5,1,5
1001100101011000(bin) = 39256(dec),3/5,5,1,5
1001100101011001(bin) = 39257(dec),3/5,5,1,5
1001100101011010(bin) = 39258(dec),3/5,5,1,5
1001100101011011(bin) = 39259(dec),3/5,5,1,5
1001100101011100(bin) = 39260(dec),3/5,5,1,5
1001100101011101(bin) = 39261(dec),3/5,5,1,5
1001100101011110(bin) = 39262(dec),3/5,5,1,5
1001100101011111(bin) = 39263(dec),3/5,5,1,5
1001100101100000(bin) = 39264(dec),3/5,5,1,5
1001100101100001(bin) = 39265(dec),3/5,5,1,5
1001100101100010(bin) = 39266(dec),3/5,5,1,5
1001100101100011(bin) = 39267(dec),3/5,5,1,5
1001100101100100(bin) = 39268(dec),3/5,5,1,5
1001100101100101(bin) = 39269(dec),3/5,5,1,5
1001100101100110(bin) = 39270(dec),3/5,5,1,5
1001100101100111(bin) = 39271(dec),3/5,5,1,5
1001100101101000(bin) = 39272(dec),3/5,5,1,5
1001100101101001(bin) = 39273(dec),3/5,5,1,5
1001100101101010(bin) = 39274(dec),3/5,5,1,5
1001100101101100(bin) = 39276(dec),3/5,5,1,5
1001100101101101(bin) = 39277(dec),3/5,5,1,5
1001100101101110(bin) = 39278(dec),3/5,5,1,5
1001100101101111(bin) = 39279(dec),3/5,5,1,5
1001100101110000(bin) = 39280(dec),3/5,5,1,5
1001100101110001(bin) = 39281(dec),3/5,5,1,5
1001100101110010(bin) = 39282(dec),3/5,5,1,5
1001100101110011(bin) = 39283(dec),3/5,5,1,5
1001100101110100(bin) = 39284(dec),3/5,5,1,5
1001100101110101(bin) = 39285(dec),3/5,5,1,5
1001100101110110(bin) = 39286(dec),3/5,5,1,5
1001100101110111(bin) = 39287(dec),3/5,5,1,5
1001100101111000(bin) = 39288(dec),3/5,5,1,5
1001100101111001(bin) = 39289(dec),3/5,5,1,5
1001100101111010(bin) = 39290(dec),3/5,5,1,5
1001100101111011(bin) = 39291(dec),3/5,5,1,5
1001100101111100(bin) = 39292(dec),3/5,5,1,5
1001100101111101(bin) = 39293(dec),3/5,5,1,5
1001100101111110(bin) = 39294(dec),3/5,5,1,5
1001100110000000(bin) = 39296(dec),3/5,5,1,5
1001100110000001(bin) = 39297(dec),3/5,5,1,5
1001100110000011(bin) = 39299(dec),3/5,5,1,5
1001100110000100(bin) = 39300(dec),3/5,5,1,5
1001100110000101(bin) = 39301(dec),3/5,5,1,5
1001100110000110(bin) = 39302(dec),3/5,5,1,5
1001100110000111(bin) = 39303(dec),3/5,5,1,5
1001100110001001(bin) = 39305(dec),3/5,5,1,5
1001100110001010(bin) = 39306(dec),3/5,5,1,5
1001100110001011(bin) = 39307(dec),3/5,5,1,5
1001100110001101(bin) = 39309(dec),3/5,5,1,5
1001100110001111(bin) = 39311(dec),3/5,5,1,5
1001100110010011(bin) = 39315(dec),3/5,5,1,5
1001100110100000(bin) = 39328(dec),3/5,5,1,5
1001100110100101(bin) = 39333(dec),3/5,5,1,5
1001100110100111(bin) = 39335(dec),3/5,5,1,5
1001100110101001(bin) = 39337(dec),3/5,5,1,5
1001100110101010(bin) = 39338(dec),3/5,5,1,5
1001100110101011(bin) = 39339(dec),3/5,5,1,5
1001100110101100(bin) = 39340(dec),3/5,5,1,5
1001100110101101(bin) = 39341(dec),3/5,5,1,5
1001100110101111(bin) = 39343(dec),3/5,5,1,5
1001100110110000(bin) = 39344(dec),3/5,5,1,5
1001100110110001(bin) = 39345(dec),3/5,5,1,5
1001100110110010(bin) = 39346(dec),3/5,5,1,5
1001100110110100(bin) = 39348(dec),3/5,5,1,5
1001100110110110(bin) = 39350(dec),3/5,5,1,5
1001100110110111(bin) = 39351(dec),3/5,5,1,5
1001100110111000(bin) = 39352(dec),3/5,5,1,5
1001100110111001(bin) = 39353(dec),3/5,5,1,5
1001100110111010(bin) = 39354(dec),3/5,5,1,5
1001100110111011(bin) = 39355(dec),3/5,5,1,5
1001100110111100(bin) = 39356(dec),3/5,5,1,5
1001100110111101(bin) = 39357(dec),3/5,5,1,5
1001100110111110(bin) = 39358(dec),3/5,5,1,5
1001100110111111(bin) = 39359(dec),3/5,5,1,5
1001100111000000(bin) = 39360(dec),3/5,5,1,5
1001100111000001(bin) = 39361(dec),3/5,5,1,5
1001100111000010(bin) = 39362(dec),3/5,5,1,5
1001100111000011(bin) = 39363(dec),3/5,5,1,5
1001100111000100(bin) = 39364(dec),3/5,5,1,5
1001100111000101(bin) = 39365(dec),3/5,5,1,5
1001100111000110(bin) = 39366(dec),3/5,5,1,5
1001100111000111(bin) = 39367(dec),3/5,5,1,5
1001100111001000(bin) = 39368(dec),3/5,5,1,5
1001100111001001(bin) = 39369(dec),3/5,5,1,5
1001100111001010(bin) = 39370(dec),3/5,5,1,5
1001100111001011(bin) = 39371(dec),3/5,5,1,5
1001100111001100(bin) = 39372(dec),3/5,5,1,5
1001100111001101(bin) = 39373(dec),3/5,5,1,5
1001100111001110(bin) = 39374(dec),3/5,5,1,5
1001100111001111(bin) = 39375(dec),3/5,5,1,5
1001100111010000(bin) = 39376(dec),3/5,5,1,5
1001100111010001(bin) = 39377(dec),3/5,5,1,5
1001100111010010(bin) = 39378(dec),3/5,5,1,5
1001100111010011(bin) = 39379(dec),3/5,5,1,5
1001100111010100(bin) = 39380(dec),3/5,5,1,5
1001100111010101(bin) = 39381(dec),3/5,5,1,5
1001100111010110(bin) = 39382(dec),3/5,5,1,5
1001100111010111(bin) = 39383(dec),3/5,5,1,5
1001100111011000(bin) = 39384(dec),3/5,5,1,5
1001100111011001(bin) = 39385(dec),3/5,5,1,5
1001100111011010(bin) = 39386(dec),3/5,5,1,5
1001100111011011(bin) = 39387(dec),3/5,5,1,5
1001100111011100(bin) = 39388(dec),3/5,5,1,5
1001100111011101(bin) = 39389(dec),3/5,5,1,5
1001100111011110(bin) = 39390(dec),3/5,5,1,5
1001100111011111(bin) = 39391(dec),3/5,5,1,5
1001100111100000(bin) = 39392(dec),3/5,5,1,5
1001100111100001(bin) = 39393(dec),3/5,5,1,5
1001100111100010(bin) = 39394(dec),3/5,5,1,5
1001100111100011(bin) = 39395(dec),3/5,5,1,5
1001100111100100(bin) = 39396(dec),3/5,5,1,5
1001100111100101(bin) = 39397(dec),3/5,5,1,5
1001100111100110(bin) = 39398(dec),3/5,5,1,5
1001100111100111(bin) = 39399(dec),3/5,5,1,5
1001100111101000(bin) = 39400(dec),3/5,5,1,5
1001100111101001(bin) = 39401(dec),3/5,5,1,5
1001100111101010(bin) = 39402(dec),3/5,5,1,5
1001100111101011(bin) = 39403(dec),3/5,5,1,5
1001100111101100(bin) = 39404(dec),3/5,5,1,5
1001100111101101(bin) = 39405(dec),3/5,5,1,5
1001100111101110(bin) = 39406(dec),3/5,5,1,5
1001100111101111(bin) = 39407(dec),3/5,5,1,5
1001100111110000(bin) = 39408(dec),3/5,5,1,5
1001100111110001(bin) = 39409(dec),3/5,5,1,5
1001100111110010(bin) = 39410(dec),3/5,5,1,5
1001100111110011(bin) = 39411(dec),3/5,5,1,5
1001100111110100(bin) = 39412(dec),3/5,5,1,5
1001100111110101(bin) = 39413(dec),3/5,5,1,5
1001100111110110(bin) = 39414(dec),3/5,5,1,5
1001100111110111(bin) = 39415(dec),3/5,5,1,5
1001100111111000(bin) = 39416(dec),3/5,5,1,5
1001100111111001(bin) = 39417(dec),3/5,5,1,5
1001100111111010(bin) = 39418(dec),3/5,5,1,5
1001100111111011(bin) = 39419(dec),3/5,5,1,5
1001100111111100(bin) = 39420(dec),3/5,5,1,5
1001100111111101(bin) = 39421(dec),3/5,5,1,5
1001100111111110(bin) = 39422(dec),3/5,5,1,5
1001100111111111(bin) = 39423(dec),3/5,5,1,5
1001101000000000(bin) = 39424(dec),3/5,5,1,5
1001101000000001(bin) = 39425(dec),3/5,5,1,5
1001101000000010(bin) = 39426(dec),3/5,5,1,5
1001101000000011(bin) = 39427(dec),3/5,5,1,5
1001101000000100(bin) = 39428(dec),3/5,5,1,5
1001101000000101(bin) = 39429(dec),3/5,5,1,5
1001101000000110(bin) = 39430(dec),3/5,5,1,5
1001101000000111(bin) = 39431(dec),3/5,5,1,5
1001101000001000(bin) = 39432(dec),3/5,5,1,5
1001101000001001(bin) = 39433(dec),3/5,5,1,5
1001101000001010(bin) = 39434(dec),3/5,5,1,5
1001101000001011(bin) = 39435(dec),3/5,5,1,5
1001101000001100(bin) = 39436(dec),3/5,5,1,5
1001101000001101(bin) = 39437(dec),3/5,5,1,5
1001101000001110(bin) = 39438(dec),3/5,5,1,5
1001101000001111(bin) = 39439(dec),3/5,5,1,5
1001101000010000(bin) = 39440(dec),3/5,5,1,5
1001101000010001(bin) = 39441(dec),3/5,5,1,5
1001101000010010(bin) = 39442(dec),3/5,5,1,5
1001101000010011(bin) = 39443(dec),3/5,5,1,5
1001101000010100(bin) = 39444(dec),3/5,5,1,5
1001101000010101(bin) = 39445(dec),3/5,5,1,5
1001101000010110(bin) = 39446(dec),32/53,53,1,5
1001101000010111(bin) = 39447(dec),32/53,53,1,5
1001101000011000(bin) = 39448(dec),32/53,53,1,5
1001101000011001(bin) = 39449(dec),32/53,53,1,5
1001101000011010(bin) = 39450(dec),32/53,53,1,5
1001101000011011(bin) = 39451(dec),32/53,53,1,5
1001101000011100(bin) = 39452(dec),32/53,53,1,5
1001101000011101(bin) = 39453(dec),32/53,53,1,5
1001101000011110(bin) = 39454(dec),32/53,53,1,5
1001101000011111(bin) = 39455(dec),32/53,53,1,5
1001101000100000(bin) = 39456(dec),32/53,53,1,5
1001101000100001(bin) = 39457(dec),32/53,53,1,5
1001101000100010(bin) = 39458(dec),32/53,53,1,5
1001101000100011(bin) = 39459(dec),32/53,53,1,5
1001101000100100(bin) = 39460(dec),32/53,53,1,5
1001101000100101(bin) = 39461(dec),32/53,53,1,5
1001101000100110(bin) = 39462(dec),32/53,53,1,5
1001101000100111(bin) = 39463(dec),32/53,53,1,5
1001101000101000(bin) = 39464(dec),32/53,53,1,5
1001101000101001(bin) = 39465(dec),32/53,53,1,5
1001101000101010(bin) = 39466(dec),32/53,53,1,5
1001101000101011(bin) = 39467(dec),32/53,53,1,5
1001101000101100(bin) = 39468(dec),32/53,53,1,5
1001101000101101(bin) = 39469(dec),32/53,53,1,5
1001101000101110(bin) = 39470(dec),32/53,53,1,5
1001101000101111(bin) = 39471(dec),32/53,53,1,5
1001101000110000(bin) = 39472(dec),32/53,53,1,5
1001101000110001(bin) = 39473(dec),32/53,53,1,5
1001101000110010(bin) = 39474(dec),32/53,53,1,5
1001101000110011(bin) = 39475(dec),32/53,53,1,5
1001101000110100(bin) = 39476(dec),32/53,53,1,5
1001101000110101(bin) = 39477(dec),32/53,53,1,5
1001101000110110(bin) = 39478(dec),32/53,53,1,5
1001101000110111(bin) = 39479(dec),32/53,53,1,5
1001101000111000(bin) = 39480(dec),32/53,53,1,5
1001101000111001(bin) = 39481(dec),32/53,53,1,5
1001101000111010(bin) = 39482(dec),32/53,53,1,5
1001101000111011(bin) = 39483(dec),32/53,53,1,5
1001101000111100(bin) = 39484(dec),32/53,53,1,5
1001101000111101(bin) = 39485(dec),32/53,53,1,5
1001101000111110(bin) = 39486(dec),32/53,53,1,5
1001101000111111(bin) = 39487(dec),32/53,53,1,5
1001101001000000(bin) = 39488(dec),32/53,53,1,5
1001101001000001(bin) = 39489(dec),32/53,53,1,5
1001101001000010(bin) = 39490(dec),32/53,53,1,5
1001101001000011(bin) = 39491(dec),32/53,53,1,5
1001101001000100(bin) = 39492(dec),32/53,53,1,5
1001101001000101(bin) = 39493(dec),32/53,53,1,5
1001101001000110(bin) = 39494(dec),32/53,53,1,5
1001101001000111(bin) = 39495(dec),32/53,53,1,5
1001101001001000(bin) = 39496(dec),32/53,53,1,5
1001101001001001(bin) = 39497(dec),32/53,53,1,5
1001101001001010(bin) = 39498(dec),32/53,53,1,5
1001101001001011(bin) = 39499(dec),32/53,53,1,5
1001101001001100(bin) = 39500(dec),32/53,53,1,5
1001101001001101(bin) = 39501(dec),32/53,53,1,5
1001101001001110(bin) = 39502(dec),32/53,53,1,5
1001101001001111(bin) = 39503(dec),32/53,53,1,5
1001101001010000(bin) = 39504(dec),32/53,53,1,5
1001101001010001(bin) = 39505(dec),32/53,53,1,5
1001101001010010(bin) = 39506(dec),32/53,53,1,5
1001101001010011(bin) = 39507(dec),32/53,53,1,5
1001101001010100(bin) = 39508(dec),32/53,53,1,5
1001101001010101(bin) = 39509(dec),32/53,53,1,5
1001101001010110(bin) = 39510(dec),32/53,53,1,5
1001101001010111(bin) = 39511(dec),32/53,53,1,5
1001101001011000(bin) = 39512(dec),32/53,53,1,5
1001101001011001(bin) = 39513(dec),32/53,53,1,5
1001101001011010(bin) = 39514(dec),32/53,53,1,5
1001101001011011(bin) = 39515(dec),32/53,53,1,5
1001101001011100(bin) = 39516(dec),32/53,53,1,5
1001101001011101(bin) = 39517(dec),32/53,53,1,5
1001101001011110(bin) = 39518(dec),32/53,53,1,5
1001101001011111(bin) = 39519(dec),32/53,53,1,5
1001101001100000(bin) = 39520(dec),32/53,53,1,5
1001101001100001(bin) = 39521(dec),32/53,53,1,5
1001101001100010(bin) = 39522(dec),32/53,53,1,5
1001101001100011(bin) = 39523(dec),32/53,53,1,5
1001101001100100(bin) = 39524(dec),32/53,53,1,5
1001101001100101(bin) = 39525(dec),32/53,53,1,5
1001101001100110(bin) = 39526(dec),32/53,53,1,5
1001101001100111(bin) = 39527(dec),32/53,53,1,5
1001101001101000(bin) = 39528(dec),32/53,53,1,5
1001101001101001(bin) = 39529(dec),32/53,53,1,5
1001101001101010(bin) = 39530(dec),32/53,53,1,5
1001101001101011(bin) = 39531(dec),32/53,53,1,5
1001101001101100(bin) = 39532(dec),32/53,53,1,5
1001101001101101(bin) = 39533(dec),32/53,53,1,5
1001101001101110(bin) = 39534(dec),32/53,53,1,5
1001101001101111(bin) = 39535(dec),32/53,53,1,5
1001101001110000(bin) = 39536(dec),32/53,53,1,5
1001101001110001(bin) = 39537(dec),32/53,53,1,5
1001101001110010(bin) = 39538(dec),32/53,53,1,5
1001101001110011(bin) = 39539(dec),32/53,53,1,5
1001101001110100(bin) = 39540(dec),32/53,53,1,5
1001101001110101(bin) = 39541(dec),32/53,53,1,5
1001101001110110(bin) = 39542(dec),32/53,53,1,5
1001101001110111(bin) = 39543(dec),32/53,53,1,5
1001101001111000(bin) = 39544(dec),32/53,53,1,5
1001101001111001(bin) = 39545(dec),32/53,53,1,5
1001101001111010(bin) = 39546(dec),32/53,53,1,5
1001101001111011(bin) = 39547(dec),32/53,53,1,5
1001101001111100(bin) = 39548(dec),32/53,53,1,5
1001101001111101(bin) = 39549(dec),32/53,53,1,5
1001101001111110(bin) = 39550(dec),32/53,53,1,5
1001101001111111(bin) = 39551(dec),32/53,53,1,5
1001101010000000(bin) = 39552(dec),32/53,53,1,5
1001101010000001(bin) = 39553(dec),32/53,53,1,5
1001101010000010(bin) = 39554(dec),32/53,53,1,5
1001101010000011(bin) = 39555(dec),32/53,53,1,5
1001101010000100(bin) = 39556(dec),32/53,53,1,5
1001101010000101(bin) = 39557(dec),32/53,53,1,5
1001101010000110(bin) = 39558(dec),32/53,53,1,5
1001101010000111(bin) = 39559(dec),32/53,53,1,5
1001101010001000(bin) = 39560(dec),32/53,53,1,5
1001101010001001(bin) = 39561(dec),32/53,53,1,5
1001101010001010(bin) = 39562(dec),32/53,53,1,5
1001101010001011(bin) = 39563(dec),32/53,53,1,5
1001101010001100(bin) = 39564(dec),32/53,53,1,5
1001101010001101(bin) = 39565(dec),32/53,53,1,5
1001101010001110(bin) = 39566(dec),32/53,53,1,5
1001101010001111(bin) = 39567(dec),32/53,53,1,5
1001101010010000(bin) = 39568(dec),32/53,53,1,5
1001101010010001(bin) = 39569(dec),32/53,53,1,5
1001101010010010(bin) = 39570(dec),32/53,53,1,5
1001101010010011(bin) = 39571(dec),32/53,53,1,5
1001101010010100(bin) = 39572(dec),32/53,53,1,5
1001101010010101(bin) = 39573(dec),32/53,53,1,5
1001101010010110(bin) = 39574(dec),32/53,53,1,5
1001101010010111(bin) = 39575(dec),32/53,53,1,5
1001101010011000(bin) = 39576(dec),32/53,53,1,5
1001101010011001(bin) = 39577(dec),32/53,53,1,5
1001101010011010(bin) = 39578(dec),32/53,53,1,5
1001101010011011(bin) = 39579(dec),32/53,53,1,5
1001101010011100(bin) = 39580(dec),32/53,53,1,5
1001101010011101(bin) = 39581(dec),32/53,53,1,5
1001101010011110(bin) = 39582(dec),29/48,48,5,1
1001101010011111(bin) = 39583(dec),29/48,48,5,1
1001101010100000(bin) = 39584(dec),29/48,48,5,1
1001101010100001(bin) = 39585(dec),29/48,48,5,1
1001101010100010(bin) = 39586(dec),29/48,48,5,1
1001101010100011(bin) = 39587(dec),29/48,48,5,1
1001101010100100(bin) = 39588(dec),29/48,48,5,1
1001101010100101(bin) = 39589(dec),29/48,48,5,1
1001101010100110(bin) = 39590(dec),29/48,48,5,1
1001101010100111(bin) = 39591(dec),29/48,48,5,1
1001101010101000(bin) = 39592(dec),29/48,48,5,1
1001101010101001(bin) = 39593(dec),29/48,48,5,1
1001101010101010(bin) = 39594(dec),29/48,48,5,1
1001101010101011(bin) = 39595(dec),29/48,48,5,1
1001101010101100(bin) = 39596(dec),29/48,48,5,1
1001101010101101(bin) = 39597(dec),29/48,48,5,1
1001101010101110(bin) = 39598(dec),29/48,48,5,1
1001101010101111(bin) = 39599(dec),29/48,48,5,1
1001101010110000(bin) = 39600(dec),29/48,48,5,1
1001101010110001(bin) = 39601(dec),29/48,48,5,1
1001101010110010(bin) = 39602(dec),29/48,48,5,1
1001101010110011(bin) = 39603(dec),29/48,48,5,1
1001101010110100(bin) = 39604(dec),29/48,48,5,1
1001101010110101(bin) = 39605(dec),29/48,48,5,1
1001101010110110(bin) = 39606(dec),29/48,48,5,1
1001101010110111(bin) = 39607(dec),29/48,48,5,1
1001101010111000(bin) = 39608(dec),29/48,48,5,1
1001101010111001(bin) = 39609(dec),29/48,48,5,1
1001101010111010(bin) = 39610(dec),29/48,48,5,1
1001101100001101(bin) = 39693(dec),20/33,33,5,1
1001101100001110(bin) = 39694(dec),20/33,33,5,1
1001101100001111(bin) = 39695(dec),20/33,33,5,1
1001101100010000(bin) = 39696(dec),20/33,33,5,1
1001101100010001(bin) = 39697(dec),20/33,33,5,1
1001101100010010(bin) = 39698(dec),20/33,33,5,1
1001101100010011(bin) = 39699(dec),20/33,33,5,1
1001101100010100(bin) = 39700(dec),20/33,33,5,1
1001101100010101(bin) = 39701(dec),20/33,33,5,1
1001101100010110(bin) = 39702(dec),20/33,33,5,1
1001101100010111(bin) = 39703(dec),20/33,33,5,1
1001101100011000(bin) = 39704(dec),20/33,33,5,1
1001101100011001(bin) = 39705(dec),20/33,33,5,1
1001101100011010(bin) = 39706(dec),20/33,33,5,1
1001101100011011(bin) = 39707(dec),20/33,33,5,1
1001101100011100(bin) = 39708(dec),20/33,33,5,1
1001101100011101(bin) = 39709(dec),20/33,33,5,1
1001101100011110(bin) = 39710(dec),20/33,33,5,1
1001101100011111(bin) = 39711(dec),20/33,33,5,1
1001101100100000(bin) = 39712(dec),20/33,33,5,1
1001101100100001(bin) = 39713(dec),20/33,33,5,1
1001101100100010(bin) = 39714(dec),20/33,33,5,1
1001101100100011(bin) = 39715(dec),20/33,33,5,1
1001101100100100(bin) = 39716(dec),20/33,33,5,1
1001101100100101(bin) = 39717(dec),20/33,33,5,1
1001101100100110(bin) = 39718(dec),20/33,33,5,1
1001101100100111(bin) = 39719(dec),20/33,33,5,1
1001101100101000(bin) = 39720(dec),20/33,33,5,1
1001101100101001(bin) = 39721(dec),20/33,33,5,1
1001101100101010(bin) = 39722(dec),20/33,33,5,1
1001101100101011(bin) = 39723(dec),20/33,33,5,1
1001101100101100(bin) = 39724(dec),20/33,33,5,1
1001101100101101(bin) = 39725(dec),20/33,33,5,1
1001101100101110(bin) = 39726(dec),20/33,33,5,1
1001101100101111(bin) = 39727(dec),20/33,33,5,1
1001101100110000(bin) = 39728(dec),20/33,33,5,1
1001101100110001(bin) = 39729(dec),20/33,33,5,1
1001101100110010(bin) = 39730(dec),20/33,33,5,1
1001101100110011(bin) = 39731(dec),20/33,33,5,1
1001101100110100(bin) = 39732(dec),20/33,33,5,1
1001101100110101(bin) = 39733(dec),20/33,33,5,1
1001101100110110(bin) = 39734(dec),20/33,33,5,1
1001101100110111(bin) = 39735(dec),20/33,33,5,1
1001101100111000(bin) = 39736(dec),20/33,33,5,1
1001101100111001(bin) = 39737(dec),20/33,33,5,1
1001101100111010(bin) = 39738(dec),20/33,33,5,1
1001101100111011(bin) = 39739(dec),20/33,33,5,1
1001101100111100(bin) = 39740(dec),20/33,33,5,1
1001101100111101(bin) = 39741(dec),20/33,33,5,1
1001101100111110(bin) = 39742(dec),20/33,33,5,1
1001101100111111(bin) = 39743(dec),20/33,33,5,1
1001101101000000(bin) = 39744(dec),20/33,33,5,1
1001101101000001(bin) = 39745(dec),20/33,33,5,1
1001101101000010(bin) = 39746(dec),20/33,33,5,1
1001101101000011(bin) = 39747(dec),20/33,33,5,1
1001101101000100(bin) = 39748(dec),20/33,33,5,1
1001101101000101(bin) = 39749(dec),20/33,33,5,1
1001101101000110(bin) = 39750(dec),20/33,33,5,1
1001101101000111(bin) = 39751(dec),20/33,33,5,1
1001101101001000(bin) = 39752(dec),20/33,33,5,1
1001101101001001(bin) = 39753(dec),20/33,33,5,1
1001101101001010(bin) = 39754(dec),20/33,33,5,1
1001101101001011(bin) = 39755(dec),17/28,28,1,5
1001101101001100(bin) = 39756(dec),17/28,28,1,5
1001101101001101(bin) = 39757(dec),17/28,28,1,5
1001101101001110(bin) = 39758(dec),17/28,28,1,5
1001101101001111(bin) = 39759(dec),17/28,28,1,5
1001101101010000(bin) = 39760(dec),17/28,28,1,5
1001101101010001(bin) = 39761(dec),17/28,28,1,5
1001101101010010(bin) = 39762(dec),17/28,28,1,5
1001101101010011(bin) = 39763(dec),17/28,28,1,5
1001101101010100(bin) = 39764(dec),17/28,28,1,5
1001101101010101(bin) = 39765(dec),17/28,28,1,5
1001101101010110(bin) = 39766(dec),17/28,28,1,5
1001101101010111(bin) = 39767(dec),17/28,28,1,5
1001101101011000(bin) = 39768(dec),17/28,28,1,5
1001101101011001(bin) = 39769(dec),17/28,28,1,5
1001101101011010(bin) = 39770(dec),17/28,28,1,5
1001101101011011(bin) = 39771(dec),17/28,28,1,5
1001101101011100(bin) = 39772(dec),17/28,28,1,5
1001101101011101(bin) = 39773(dec),17/28,28,1,5
1001101101011110(bin) = 39774(dec),17/28,28,1,5
1001101101011111(bin) = 39775(dec),17/28,28,1,5
1001101101100000(bin) = 39776(dec),17/28,28,1,5
1001101101100001(bin) = 39777(dec),17/28,28,1,5
1001101101100010(bin) = 39778(dec),17/28,28,1,5
1001101101100011(bin) = 39779(dec),17/28,28,1,5
1001101101100100(bin) = 39780(dec),17/28,28,1,5
1001101101100101(bin) = 39781(dec),17/28,28,1,5
1001101101100110(bin) = 39782(dec),17/28,28,1,5
1001101101100111(bin) = 39783(dec),17/28,28,1,5
1001101101101000(bin) = 39784(dec),17/28,28,1,5
1001101101101001(bin) = 39785(dec),17/28,28,1,5
1001101101101010(bin) = 39786(dec),17/28,28,1,5
1001101101101011(bin) = 39787(dec),17/28,28,1,5
1001101101101100(bin) = 39788(dec),17/28,28,1,5
1001101101101101(bin) = 39789(dec),17/28,28,1,5
1001101101101110(bin) = 39790(dec),17/28,28,1,5
1001101101101111(bin) = 39791(dec),17/28,28,1,5
1001101101110000(bin) = 39792(dec),17/28,28,1,5
1001101101110001(bin) = 39793(dec),17/28,28,1,5
1001101101110010(bin) = 39794(dec),17/28,28,1,5
1001101101110011(bin) = 39795(dec),17/28,28,1,5
1001101101110100(bin) = 39796(dec),17/28,28,1,5
1001101101110101(bin) = 39797(dec),17/28,28,1,5
1001101101110110(bin) = 39798(dec),17/28,28,1,5
1001101101110111(bin) = 39799(dec),17/28,28,1,5
1001101101111000(bin) = 39800(dec),17/28,28,1,5
1001101101111001(bin) = 39801(dec),17/28,28,1,5
1001101101111010(bin) = 39802(dec),17/28,28,1,5
1001101101111011(bin) = 39803(dec),17/28,28,1,5
